redcap	worksheet	column	measure	bold_header	indent_header	row	version
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	47	3.0u1.30
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	47	3.0u10.21.16
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	47	3.0u11.01.16
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	47	3.0u2.3
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	49	3.0ulatest
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	47	Doe
fsiq	Template	3	Full Scale IQ	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	47	Old
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	2
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	49	3.0
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	3.0u1.30
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	3.0u10.21.16
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	3.0u11.01.16
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	3.0u2.3
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	50	3.0ulatest
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	Doe
vci	Template	4	Verbal Comprehension Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	48	Old
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	2
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u1.30
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u10.21.16
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u11.01.16
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u2.3
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0ulatest
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	Doe
sim_raw	Template	3	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	Old
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	2
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u1.30
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u10.21.16
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u11.01.16
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	3.0u2.3
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0ulatest
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	Doe
sim_ss	Template	4	Similarities	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	49	Old
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	2
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u1.30
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u10.21.16
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u11.01.16
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u2.3
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	52	3.0ulatest
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	Doe
voc_raw	Template	3	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	Old
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	2
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u1.30
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u10.21.16
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u11.01.16
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	3.0u2.3
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	52	3.0ulatest
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	Doe
voc_ss	Template	4	Vocabulary	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	50	Old
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	2
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	52	3.0
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u1.30
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u10.21.16
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u11.01.16
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u2.3
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	53	3.0ulatest
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	Doe
in_raw	Template	3	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	Old
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	2
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	52	3.0
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u1.30
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u10.21.16
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u11.01.16
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	3.0u2.3
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	53	3.0ulatest
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	Doe
in_ss	Template	4	Information	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	51	Old
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	2
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	54	3.0
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	3.0u1.30
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	3.0u10.21.16
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	3.0u11.01.16
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	3.0u2.3
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	55	3.0ulatest
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	Doe
pri	Template	4	Perceptual Reasoning Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	53	Old
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	2
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u1.30
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u10.21.16
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u11.01.16
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u2.3
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0ulatest
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	Doe
bd_raw	Template	3	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	Old
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	2
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u1.30
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u10.21.16
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u11.01.16
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	3.0u2.3
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0ulatest
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	Doe
bd_ss	Template	4	Block Design	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	54	Old
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	2
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u1.30
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u10.21.16
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u11.01.16
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u2.3
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0ulatest
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	Doe
mr_raw	Template	3	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	Old
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	2
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u1.30
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u10.21.16
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u11.01.16
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	3.0u2.3
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0ulatest
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	Doe
mr_ss	Template	4	Matrix Reasoning	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	55	Old
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	2
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u1.30
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u10.21.16
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u11.01.16
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u2.3
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	58	3.0ulatest
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	Doe
vp_raw	Template	3	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	Old
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	2
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u1.30
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u10.21.16
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u11.01.16
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	3.0u2.3
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	58	3.0ulatest
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	Doe
vp_ss	Template	4	Visual Puzzles	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	56	Old
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	2
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	60	3.0
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	3.0u1.30
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	3.0u10.21.16
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	3.0u11.01.16
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	3.0u2.3
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	61	3.0ulatest
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	Doe
wmi	Template	4	Working Memory Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	59	Old
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	2
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	58	3.0
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u1.30
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u10.21.16
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u11.01.16
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u2.3
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	59	3.0ulatest
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	Doe
dsp_raw	Template	3	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	Old
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	2
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	58	3.0
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u1.30
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u10.21.16
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u11.01.16
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	3.0u2.3
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	59	3.0ulatest
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	Doe
dsp_ss	Template	4	Picture Completion	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	57	Old
dsp_rel	NA	NA	NA	NA	NA	NA	NA
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	2
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	62	3.0
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u1.30
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u10.21.16
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u11.01.16
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u2.3
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	63	3.0ulatest
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	Doe
ar_raw	Template	3	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	Old
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	2
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	62	3.0
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u1.30
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u10.21.16
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u11.01.16
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	3.0u2.3
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	63	3.0ulatest
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	Doe
ar_ss	Template	4	Arithmetic	Wechsler Adult Intelligence Scale-IV	Working Memory Index	61	Old
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	2
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	64	3.0
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	3.0u1.30
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	3.0u10.21.16
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	3.0u11.01.16
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	3.0u2.3
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	65	3.0ulatest
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	Doe
psi	Template	4	Processing Speed Index	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	63	Old
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	2
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	3.0
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u1.30
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u10.21.16
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u11.01.16
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u2.3
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	66	3.0ulatest
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	Doe
ss_raw	Template	3	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	Old
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	2
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	3.0
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u1.30
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u10.21.16
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u11.01.16
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	3.0u2.3
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	66	3.0ulatest
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	Doe
ss_ss	Template	4	Symbol Search	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	64	Old
cd_raw	Template	3	Coding	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	2
cd_raw	Template	3	Coding	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	66	3.0
cd_raw	Template	3	Coding	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	3.0u1.30
cd_raw	Template	3	Coding	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	3.0u10.21.16
cd_raw	Template	3	Coding	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	3.0u11.01.16
cd_raw	Template	3	Coding	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	65	3.0u2.3
