variable
famhx_psy_1
famhx_psyrel_1
exercise_1
Outside_Neuropsych_1
declinefromoutsideeval_1
MMSEdate_1
MMSEscore_1
MMSEdate_2
MMSEscore_2
MMSEdate_3
MMSEscore_3
MMSEdate_4
MMSEscore_4
MMSEdate_5
MMSEscore_5
MMSEdate_6
MMSEscore_6
MMSEdate_7
MMSEscore_7
Addenbrookedate_1
Addenbrooke_tot_1
Addenbrooke_Attn_1
Addenbrooke_Mem_1
Addenbrooke_Fluency_1
Addenbrooke_Lang_1
Addenbrooke_Visuo_1
Addenbrookedate_2
Addenbrooke_tot_2
Addenbrooke_Attn_2
Addenbrooke_Mem_2
Addenbrooke_Fluency_2
Addenbrooke_Lang_2
Addenbrooke_Visuo_2
Addenbrookedate_3
Addenbrooke_tot_3
Addenbrooke_Attn_3
Addenbrooke_Mem_3
Addenbrooke_Fluency_3
Addenbrooke_Lang_3
Addenbrooke_Visuo_3
neuroim
FDGPET
PET_amyvid
PET_result
APOE
neuroim_type
ct_date
ct_ab
ct_atrophy
ct_vent
ct_vasc
ct_other
mri_date
mri_ab
mri_atrophy
mri_hippatro
mri_hippscler
mri_vascular
mri_wm
mri_tumor
mri_date_2
mri_ab_2
mri_atrophy_2
mri_hippatro_2
mri_hippscler_2
mri_vascular_2
mri_wm_2
mri_tumor_2
devel_hx
age_1
wms_io_raw_1
wms_io_per_1
wais_ver_1
fsiq_1
vci_1
sim_raw_1
sim_ss_1
voc_raw_1
voc_ss_1
in_raw_1
in_ss_1
pri_1
bd_raw_1
bd_ss_1
mr_raw_1
mr_ss_1
vp_raw_1
vp_ss_1
wmi_1
dsp_raw_1
dsp_ss_1
dsp_rel_1
ar_raw_1
ar_ss_1
psi_1
ss_raw_1
ss_ss_1
cd_raw_1
cd_ss_1
wms_ver_1
LM_ver_1
LMI_raw_1
LMI_ss_1
LMII_raw_1
LMII_ss_1
LMrec_raw_1
LMrec_per_1
VPAI_raw_1
VPAI_ss_1
VPAII_raw_1
VPAII_ss_1
VPArec_raw_1
VPArec_perc_1
VRI_raw_1
VRI_ss_1
VRII_raw_1
VRII_ss_1
VRrec_raw_1
VRrec_per_1
VRcopy_raw_1
VRcopy_perc_1
hvlt_form_1
hvlt_tot_raw_1
hvlt_tot_ss_1
hvlt_tot_per_1
hvlt_tot_int_1
hvlt_delay_raw_1
hvlt_delay_ss_1
hvlt_perc_raw_1
hvlt_perc_ss_1
hvlt_disc_raw_1
hvlt_disc_ss_1
hvlt_disc_tp_1
hvlt_disc_fp_1
hvlt_disc_fn_1
HVLT_MemProfile
HVLT_MemProfile_MixedExplained
HVLTMemProfile2
HVLTMemProfile2_MixedExplained
cvlt_form_1
cvlt_tot_raw_1
cvlt_tot_ss_1
cvlt_sdelayfree_raw_1
cvlt_sdelayfree_ss_1
cvlt_sdelaycued_raw_1
cvlt_sdelaycued_ss_1
cvlt_ldelayfree_raw_1
cvlt_ldelayfree_ss_1
cvlt_ldelaycued_raw_1
cvlt_ldelaycued_ss_1
cvlt_recogdisc_raw_1
cvlt_recogdisc_ss_1
cvlt_fcrecog_perc_1
BVMT_form_1
BVMT_tot_raw_1
BVMT_tot_ss_1
BVMT_delay_raw_1
BVMT_delay_ss_1
BVMT_rec_raw_1
BVMT_rec_perc_1
bnt_ver_1
bnt_raw_1
bnt_ss_1
bdae_CIM_raw_1
bdae_CIM_ss_1
bdae_RS_raw_1
bdae_RN_raw_1
bdae_RN_class_1
bdae_CT_raw_1
bdae_SP_raw_1
bdae_praxis_NG_raw_1
bdae_praxis_CG_raw_1
bdae_praxis_UPO_raw_1
bdae_praxis_BFRM_raw_1
bdae_WC_raw_1
wratread_form_1
wratread_raw_1
wratread_ss_1
WJIII_WA_raw_1
WJIII_WA_ss_1
clock_score_1
clock_time_1
clock_class_1
JLO_form_1
JLO_raw_1
JLO_ss_1
sdmt_writ_raw_1
sdmt_writ_ss_1
sdmt_oral_raw_1
sdmt_oral_ss_1
PASAT_form_1
PASAT_3srate_raw_1
PASAT_3srate_ss_1
PASAT_2srate_raw_1
PASAT_2srate_ss_1
CPT3_disc_ss_1
CPT3_detect_class_1
CPT3_omis_ss_1
CPT3_omis_class_1
CPT3_comis_ss_1
CPT3_comis_class_1
CPT3_per_ss_1
CPT3_per_class_1
CPT3_HRT_ss_1
CPT3_HRT_class_1
CPT3_HRTSD_ss_1
CPT3_HRTSD_class_1
CPT3_var_ss_1
CPT3_var_class_1
CPT3_HRTbc_ss_1
CPT3_HRTbc_class_1
CPT3_HRTisi_ss_1
CPT3_HRTisi_class_1
trails_ver
trailsa_raw_1
trailsa_ss_1
trailsa_err_1
trailsb_raw_1
trailsb_ss_1
trailsb_err_1
wcst_ver
wcst_cat_raw_1
wcst_cat_perc_1
wcst_fms_raw_1
wcst_fms_perc_1
wcst_err_raw_1
wcst_err_ss_1
wcst_per_raw_1
wcst_per_ss_1
letfluency_ver
DKEFSletterflue_raw_1
DKEFSletterflue_ss_1
DKEFSletterlfue_per_1
DKEFSleterflue_int_1
letfluency_raw_1
letfluency_ss_1
letfluency_per_1
letfluency_int_1
catfluency_ver_1
DKEFScatflu_raw_1
DKEFScatflu_ss_1
DKEFScatflu_per_1
DKEFScatflu_int_1
catfluency_raw_1
catfluency_ss_1
catfluency_per_1
catfluency_int_1
DKEFS_switch_vers_1
DKEFSswitchfluency_raw_1
DKEFSswitchfluency_ss_1
DKEFSswitchaccuracy_raw_1
DKEFSswitchaccuracy_ss_1
DKEFSTrails_vis_scan_raw_1
DKEFSTrails_vis_scan_ss_1
DKEFSTrails_num_seq_raw_1
DKEFSTrails_num_seq_ss_1
DKEFSTrails_let_seq_raw_1
DKEFSTrails_let_seq_ss_1
DKEFSTrails_switch_raw_1
DKEFSTrails_switch_ss_1
DKEFSTrails_errors_raw_1
DKEFSTrails_errors_ss_1
DKEFSTrails_mot_speed_raw_1
DKEFSTrails_mot_speed_ss_1
DKEFSTower_ach_score_raw_1
DKEFSTower_ach_score_ss_1
DKEFSTower_mean1move_raw_1
DKEFSTower_mean1move_ss_1
DKEFSTower_timepermove_raw_1
DKEFSTower_timepermove_ss_1
DKEFSTower_move_acc_raw_1
DKEFSTower_move_acc_ss_1
DKEFSTower_rule_viol_raw_1
DKEFSTower_rule_viol_ss_1
DKEFSTower_tot_rvs_raw_1
DKEFSTower_tot_rvs_perc_1
book_cat_errors_raw_1
book_cat_errors_ss_1
TapSet_raw_1
MotSeq_raw_1
ML_PDE_raw_1
ML_PFE_raw_1
RS_PDE_raw_1
RS_PFE_raw_1
pegs_DH_trial1_raw_1
pegs_DH_trial1_ss_1
pegs_NDH_trial1_raw_1
pegs_NDH_trial1_ss_1
gripstrength_DH_raw_1
gripstrength_DH_ss_1
gripstrength_NDH_raw_1
gripstrength_NDH_ss_1
gds_raw_1
gds_class_1
bdi_raw_1
bdi_class_1
depression_label
adfacs_iadlperc_1
adfacs_adlperc_1
adfacs_tot_1
maq_physio_panic_1
maq_soc_pho_1
maq_worry_fear_1
maq_neg_aff_1
maq_tot_1
bai_raw_1
bai_class_1
employ_2
occup_2
marital_2
cog_onset_2
cog_course_2
cog_mem_2
cog_attn_2
cog_wfp_2
cog_para_2
cog_proc_2
cog_probsol_2
cog_judg_2
cog_behav_2
cog_pers_2
adls_2
iadls_2
finance_2
mail_2
cook_2
shop_2
med_2
drive_2
appliance_2
insight_2
falls_2
diabetes_2
A1C_2
hypertension_2
BPsystolic_2
BPdiastolic_2
cva_2
cholesterol_2
cad_2
TSH_2
B12_2
tbi_2
tumor_2
other_neurol_2
other_neurol_prob_2
neurologytx_2
neurobehav_2
etiology_2
rx_mem_2
rm_memname_2
rx_antidep_2
rx_anx_2
rx_antipsy_2
mood_curr_2
therapy_2
suicide_2
psychosis_2
psychosistype_2
sleep_2
OSAtx_2
sleep_med_2
appetite_2
etoh_abuse_2
etoh_drinks_2
tobacco_2
drug_2
drug_type_2
drug_name_2
exercise_2
Outside_Neuropsych_2
declinefromoutsideeval_2
np_date_2
NP_provider_2
age_2
wms_io_raw_2
wms_io_per_2
wais_ver_2
fsiq_2
vci_2
sim_raw_2
sim_ss_2
voc_raw_2
voc_ss_2
in_raw_2
in_ss_2
pri_2
bd_raw_2
bd_ss_2
mr_raw_2
mr_ss_2
vp_raw_2
vp_ss_2
wmi_2
dsp_raw_2
dsp_ss_2
dsp_rel_2
ar_raw_2
ar_ss_2
psi_2
ss_raw_2
ss_ss_2
cd_raw_2
cd_ss_2
wms_ver_2
LM_ver_2
LMI_raw_2
LMI_ss_2
LMII_raw_2
LMII_ss_2
LMrec_raw_2
LMrec_per_2
VPAI_raw_2
VPAI_ss_2
VPAII_raw_2
VPAII_ss_2
VPArec_raw_2
VPArec_perc_2
VRI_raw_2
VRI_ss_2
VRII_raw_2
VRII_ss_2
VRrec_raw_2
VRrec_per_2
VRcopy_raw_2
VRcopy_perc_2
spat_span_raw_2
spat_span_ss_2
hvlt_form_2
hvlt_tot_raw_2
hvlt_tot_ss_2
hvlt_tot_int_2
hvlt_tot_per_2
hvlt_delay_raw_2
hvlt_delay_ss_2
hvlt_perc_raw_2
hvlt_perc_ss_2
hvlt_disc_raw_2
hvlt_disc_ss_2
hvlt_disc_tp_2
hvlt_disc_fp_2
hvlt_disc_fn_2
cvlt_form_2
cvlt_tot_raw_2
cvlt_tot_ss_2
cvlt_sdelayfree_raw_2
cvlt_sdelayfree_ss_2
cvlt_sdelaycued_raw_2
cvlt_sdelaycued_ss_2
cvlt_ldelayfree_raw_2
cvlt_ldelayfree_ss_2
cvlt_ldelaycued_raw_2
cvlt_ldelaycued_ss_2
cvlt_recogdisc_raw_2
cvlt_recogdisc_ss_2
cvlt_fcrecog_perc_2
BVMT_form_2
BVMT_tot_raw_2
BVMT_tot_ss_2
BVMT_delay_raw_2
BVMT_delay_ss_2
BVMT_rec_raw_2
BVMT_rec_perc_2
bnt_ver_2
bnt_raw_2
bnt_ss_2
bdae_CIM_raw_2
bdae_CIM_ss_2
bdae_RS_raw_2
bdae_RN_raw_2
bdae_RN_class_2
bdae_CT_raw_2
bdae_SP_raw_2
bdae_praxis_NG_raw_2
bdae_praxis_CG_raw_2
bdae_praxis_UPO_raw_2
bdae_praxis_BFRM_raw_2
bdae_WC_raw_2
wratread_form_2
wratread_raw_2
wratread_ss_2
WJIII_WA_raw_2
WJIII_WA_ss_2
clock_score_2
clock_time_2
clock_class_2
JLO_form_2
JLO_raw_2
JLO_ss_2
sdmt_writ_raw_2
sdmt_writ_ss_2
sdmt_oral_raw_2
sdmt_oral_ss_2
PASAT_form_2
PASAT_3srate_raw_2
PASAT_3srate_ss_2
PASAT_2srate_raw_2
PASAT_2srate_ss_2
CPT3_disc_ss_2
CPT3_detect_class_2
CPT3_omis_ss_2
CPT3_omis_class_2
CPT3_comis_ss_2
CPT3_comis_class_2
CPT3_per_ss_2
CPT3_per_class_2
CPT3_HRT_ss_2
CPT3_HRT_class_2
CPT3_HRTSD_ss_2
CPT3_HRTSD_class_2
CPT3_var_ss_2
CPT3_var_class_2
CPT3_HRTbc_ss_2
CPT3_HRTbc_class_2
CPT3_HRTisi_ss_2
CPT3_HRTisi_class_2
trails_ver_2
trailsa_raw_2
trailsa_ss_2
trailsa_err_2
trailsb_raw_2
trailsb_ss_2
trailsb_err_2
wcst_ver_2
wcst_cat_raw_2
wcst_cat_perc_2
wcst_fms_raw_2
wcst_fms_perc_2
wcst_err_raw_2
wcst_err_ss_2
wcst_per_raw_2
wcst_per_ss_2
letfluency_ver_2
DKEFSletterflue_raw_2
DKEFSletterflue_ss_2
DKEFSletterlfue_per_2
DKEFSleterflue_int_2
letfluency_raw_2
letfluency_ss_2
letfluency_per_2
letfluency_int_2
catfluency_ver_2
DKEFScatflu_raw_2
DKEFScatflu_ss_2
DKEFScatflu_per_2
DKEFScatflu_int_2
catfluency_raw_2
catfluency_ss_2
catfluency_per_2
catfluency_int_2
DKEFS_switch_vers_2
DKEFSswitchfluency_raw_2
DKEFSswitchfluency_ss_2
DKEFSswitchaccuracy_raw_2
DKEFSswitchaccuracy_ss_2
DKEFSTrails_vis_scan_raw_2
DKEFSTrails_vis_scan_ss_2
DKEFSTrails_num_seq_raw_2
DKEFSTrails_num_seq_ss_2
DKEFSTrails_let_seq_raw_2
DKEFSTrails_let_seq_ss_2
DKEFSTrails_switch_raw_2
DKEFSTrails_switch_ss_2
DKEFSTrails_errors_raw_2
DKEFSTrails_errors_ss_2
DKEFSTrails_mot_speed_raw_2
DKEFSTrails_mot_speed_ss_2
DKEFSTower_ach_score_raw_2
DKEFSTower_ach_score_ss_2
DKEFSTower_mean1move_raw_2
DKEFSTower_mean1move_ss_2
DKEFSTower_timepermove_raw_2
DKEFSTower_timepermove_ss_2
DKEFSTower_move_acc_raw_2
DKEFSTower_move_acc_ss_2
DKEFSTower_rule_viol_raw_2
DKEFSTower_rule_viol_ss_2
DKEFSTower_tot_rvs_raw_2
DKEFSTower_tot_rvs_perc_2
book_cat_errors_raw_2
book_cat_errors_ss_2
TapSet_raw_2
MotSeq_raw_2
ML_PDE_raw_2
ML_PFE_raw_2
RS_PDE_raw_2
RS_PFE_raw_2
pegs_DH_trial1_raw_2
pegs_DH_trial1_ss_2
pegs_NDH_trial1_raw_2
pegs_NDH_trial1_ss_2
gripstrength_DH_raw_2
gripstrength_DH_ss_2
gripstrength_NDH_raw_2
gripstrength_NDH_ss_2
gds_raw_2
gds_class_2
bdi_raw_2
bdi_class_2
depression_label_2
adfacs_iadlperc_2
adfacs_adlperc_2
adfacs_tot_2
maq_physio_panic_2
maq_soc_pho_2
maq_worry_fear_2
maq_neg_aff_2
maq_tot_2
bai_raw_2
bai_class_2
cognitive_change
employ_3
occup_3
marital_3
cog_onset_3
cog_course_3
cog_mem_3
cog_attn_3
cog_wfp_3
cog_para_3
cog_proc_3
cog_probsol_3
cog_judg_3
cog_behav_3
cog_pers_3
adls_3
iadls_3
finance_3
mail_3
cook_3
shop_3
med_3
drive_3
appliance_3
insight_3
falls_3
neurobehav_3
etiology_3
diabetes_3
A1C_3
hypertension_3
BPsystolic_3
BPdiastolic_3
cva_3
cholesterol_3
cad_3
TSH_3
B12_3
tbi_3
tumor_3
other_neurol_3
other_neurol_prob_3
neurologytx_3
rx_mem_3
rm_memname_3
rx_antidep_3
rx_anx_3
rx_antipsy_3
mood_curr_3
therapy_3
suicide_3
psychosis_3
psychosistype_3
sleep_3
OSAtx_3
sleep_med_3
appetite_3
etoh_abuse_3
etoh_drinks_3
tobacco_3
drug_3
drug_type_3
exercise_3
Outside_Neuropsych_3
declinefromoutsideeval_3
np_date_3
NP_provider_3
age_3
wms_io_raw_3
wms_io_per_3
wais_ver_3
fsiq_3
vci_3
sim_raw_3
sim_ss_3
voc_raw_3
voc_ss_3
in_raw_3
in_ss_3
pri_3
bd_raw_3
bd_ss_3
mr_raw_3
mr_ss_3
vp_raw_3
vp_ss_3
wmi_3
dsp_raw_3
dsp_ss_3
dsp_rel_3
ar_raw_3
ar_ss_3
psi_3
ss_raw_3
ss_ss_3
cd_raw_3
cd_ss_3
wms_ver_3
LM_ver_3
LMI_raw_3
LMI_ss_3
LMII_raw_3
LMII_ss_3
LMrec_raw_3
LMrec_per_3
VPAI_raw_3
VPAI_ss_3
VPAII_raw_3
VPAII_ss_3
VPArec_raw_3
VPArec_perc_3
VRI_raw_3
VRI_ss_3
VRII_raw_3
VRII_ss_3
VRrec_raw_3
VRrec_per_3
VRcopy_raw_3
VRcopy_perc_3
hvlt_form_3
hvlt_tot_raw_3
hvlt_tot_ss_3
hvlt_tot_int_3
hvlt_tot_per_3
hvlt_delay_raw_3
hvlt_delay_ss_3
hvlt_perc_raw_3
hvlt_perc_ss_3
hvlt_disc_raw_3
hvlt_disc_ss_3
hvlt_disc_tp_3
hvlt_disc_fp_3
hvlt_disc_fn_3
cvlt_form_3
cvlt_tot_raw_3
cvlt_tot_ss_3
cvlt_sdelayfree_raw_3
cvlt_sdelayfree_ss_3
cvlt_sdelaycued_raw_3
cvlt_sdelaycued_ss_3
cvlt_ldelayfree_raw_3
cvlt_ldelayfree_ss_3
cvlt_ldelaycued_raw_3
cvlt_ldelaycued_ss_3
cvlt_recogdisc_raw_3
cvlt_recogdisc_ss_3
cvlt_fcrecog_perc_3
BVMT_form_3
BVMT_tot_raw_3
BVMT_tot_ss_3
BVMT_delay_raw_3
BVMT_delay_ss_3
BVMT_rec_raw_3
BVMT_rec_perc_3
bnt_ver_3
bnt_raw_3
bnt_ss_3
bdae_CIM_raw_3
bdae_CIM_ss_3
bdae_RS_raw_3
bdae_RN_raw_3
bdae_RN_class_3
bdae_CT_raw_3
bdae_SP_raw_3
bdae_praxis_NG_raw_3
bdae_praxis_CG_raw_3
bdae_praxis_UPO_raw_3
bdae_praxis_BFRM_raw_3
bdae_WC_raw_3
wratread_form_3
wratread_raw_3
wratread_ss_3
WJIII_WA_raw_3
WJIII_WA_ss_3
clock_score_3
clock_time_3
clock_class_3
JLO_form_3
JLO_raw_3
JLO_ss_3
sdmt_writ_raw_3
sdmt_writ_ss_3
sdmt_oral_raw_3
sdmt_oral_ss_3
PASAT_form_3
PASAT_3srate_raw_3
PASAT_3srate_ss_3
PASAT_2srate_raw_3
PASAT_2srate_ss_3
CPT3_disc_ss_3
CPT3_detect_class_3
CPT3_omis_ss_3
CPT3_omis_class_3
CPT3_comis_ss_3
CPT3_comis_class_3
CPT3_per_ss_3
CPT3_per_class_3
CPT3_HRT_ss_3
CPT3_HRT_class_3
CPT3_HRTSD_ss_3
CPT3_HRTSD_class_3
CPT3_var_ss_3
CPT3_var_class_3
CPT3_HRTbc_ss_3
CPT3_HRTbc_class_3
CPT3_HRTisi_ss_3
CPT3_HRTisi_class_3
trails_ver_3
trailsa_raw_3
trailsa_ss_3
trailsa_err_3
trailsb_raw_3
trailsb_ss_3
trailsb_err_3
wcst_ver_3
wcst_cat_raw_3
wcst_cat_perc_3
wcst_fms_raw_3
wcst_fms_perc_3
wcst_err_raw_3
wcst_err_ss_3
wcst_per_raw_3
wcst_per_ss_3
letfluency_ver_3
DKEFSletterflue_raw_3
DKEFSletterflue_ss_3
DKEFSletterlfue_per_3
DKEFSleterflue_int_3
letfluency_raw_3
letfluency_ss_3
letfluency_per_3
letfluency_int_3
catfluency_ver_3
DKEFScatflu_raw_3
DKEFScatflu_ss_3
DKEFScatflu_per_3
DKEFScatflu_int_3
catfluency_raw_3
catfluency_ss_3
catfluency_per_3
catfluency_int_3
DKEFS_switch_vers_3
DKEFSswitchfluency_raw_3
DKEFSswitchfluency_ss_3
DKEFSswitchaccuracy_raw_3
DKEFSswitchaccuracy_ss_3
DKEFSTrails_vis_scan_raw_3
DKEFSTrails_vis_scan_ss_3
DKEFSTrails_num_seq_raw_3
DKEFSTrails_num_seq_ss_3
DKEFSTrails_let_seq_raw_3
DKEFSTrails_let_seq_ss_3
DKEFSTrails_switch_raw_3
DKEFSTrails_switch_ss_3
DKEFSTrails_errors_raw_3
DKEFSTrails_errors_ss_3
DKEFSTrails_mot_speed_raw_3
DKEFSTrails_mot_speed_ss_3
DKEFSTower_ach_score_raw_3
DKEFSTower_ach_score_ss_3
DKEFSTower_mean1move_raw_3
DKEFSTower_mean1move_ss_3
DKEFSTower_timepermove_raw_3
DKEFSTower_timepermove_ss_3
DKEFSTower_move_acc_raw_3
DKEFSTower_move_acc_ss_3
DKEFSTower_rule_viol_raw_3
DKEFSTower_rule_viol_ss_3
DKEFSTower_tot_rvs_raw_3
DKEFSTower_tot_rvs_perc_3
book_cat_errors_raw_3
book_cat_errors_ss_3
TapSet_raw_3
MotSeq_raw_3
ML_PDE_raw_3
ML_PFE_raw_3
RS_PDE_raw_3
RS_PFE_raw_3
pegs_DH_trial1_raw_3
pegs_DH_trial1_ss_3
pegs_NDH_trial1_raw_3
pegs_NDH_trial1_ss_3
gripstrength_DH_raw_3
gripstrength_DH_ss_3
gripstrength_NDH_raw_3
gripstrength_NDH_ss_3
gds_raw_3
gds_class_3
bdi_raw_3
bdi_class_3
depression_label3
adfacs_iadlperc_3
adfacs_adlperc_3
adfacs_tot_3
maq_physio_panic_3
maq_soc_pho_3
maq_worry_fear_3
maq_neg_aff_3
maq_tot_3
bai_raw_3
bai_ss_3
cognitive_change_3
NeuroReaderDate_1
mTIV_1
WBV_vol_1
WBV_TIVperc_1
WBV_Zscore_1
WBV_perc_1
GrayMatter_vol_1
GrayMatter_TIVperc_1
GrayMatter_Zscore_1
GrayMatter_perc_1
WhiteMatter_vol_1
WhiteMatter_TIVperc_1
WhiteMatter_Zscore_1
WhiteMatter_perc_1
Hippocampus_Asym_Index_1
Hippocampus_Asym_Zscor_1
Hippocampus_Asym_percentile_1
Hippocampus_vol_1
Hippocampus_TIVperc_1
Hippocampus_Zscore_1
Hippocampus_perc_1
Hippocampus_R_vol_1
Hippocampus_R_TIVperc_1
Hippocampus_R_Zscore_1
Hippocampus_R_perc_1
Hippocampus_L_vol_1
Hippocampus_L_TIVperc_1
Hippocampus_L_Zscore_1
Hippocampus_L_perc_1
Amygdala_vol_1
Amygdala_TIVperc_1
Amygdala_Zscore_1
Amygdala_perc_1
Amygdala_R_vol_1
Amygdala_R_TIVperc_1
Amygdala_R_Zscore_1
Amygdala_R_perc_1
Amygdala_L_vol_1
Amygdala_L_TIVperc_1
Amygdala_L_Zscore_1
Amygdala_L_perc_1
Putamen_vol_1
Putamen_TIVperc_1
Putamen_Zscore_1
Putamen_perc_1
Putamen_R_vol_1
Putamen_R_TIVperc_1
Putamen_R_Zscore_1
Putamen_R_perc_1
Putamen_L_vol_1
Putamen_L_TIVperc_1
Putamen_L_Zscore_1
Putamen_L_perc_1
Thalamus_vol_1
Thalamus_TIVperc_1
Thalamus_Zscore_1
Thalamus_perc_1
Thalamus_R_vol_1
Thalamus_R_TIVperc_1
Thalamus_R_Zscore_1
Thalamus_R_perc_1
Thalamus_L_vol_1
Thalamus_L_TIVperc_1
Thalamus_L_Zscore_1
Thalamus_L_perc_1
VentD_vol_1
VentD_TIVperc_1
VentD_Zscore_1
VentD_perc_1
VentD_R_vol_1
VentD_R_TIVperc_1
VentD_R_Zscore_1
VentD_R_perc_1
VentD_L_vol_1
VentD_L_TIVperc_1
VentD_L_Zscore_1
VentD_L_perc_1
Pallidum_vol_1
Pallidum_TIVperc_1
Pallidum_Zscore_1
Pallidum_perc_1
Pallidum_R_vol_1
Pallidum_R_TIVperc_1
Pallidum_R_Zscore_1
Pallidum_R_perc_1
Pallidum_L_vol_1
Pallidum_L_TIVperc_1
Pallidum_L_Zscore_1
Pallidum_L_perc_1
Caudate_vol_1
Caudate_TIVperc_1
Caudate_Zscore_1
Caudate_perc_1
Caudate_R_vol_1
Caudate_R_TIVperc_1
Caudate_R_Zscore_1
Caudate_R_perc_1
Caudate_L_vol_1
Caudate_L_TIVperc_1
Caudate_L_Zscore_1
Caudate_L_perc_1
BrainStem_vol_1
BrainStem_TIVperc_1
BrainStem_Zscore_1
BrainStem_perc_1
FrontalLobe_vol_1
FrontalLobe_TIVperc_1
FrontalLobe_Zscore_1
FrontalLobe_perc_1
FrontalLobe_R_vol_1
FrontalLobe_R_TIVperc_1
FrontalLobe_R_Zscore_1
FrontalLobe_R_perc_1
FrontalLobe_L_vol_1
FrontalLobe_L_TIVperc_1
FrontalLobe_L_Zscore_1
FrontalLobe_L_perc_1
ParietalLobe_vol_1
ParietalLobe_TIVperc_1
ParietalLobe_Zscore_1
ParietalLobe_perc_1
ParietalLobe_R_vol_1
ParietalLobe_R_TIVperc_1
ParietalLobe_R_Zscore_1
ParietalLobe_R_perc_1
ParietalLobe_L_vol_1
ParietalLobe_L_TIVperc_1
ParietalLobe_L_Zscore_1
ParietalLobe_L_perc_1
OccipitalLobe_vol_1
OccipitalLobe_TIVperc_1
OccipitalLobe_Zscore_1
OccipitalLobe_perc_1
OccipitalLobe_R_vol_1
OccipitalLobe_R_TIVperc_1
OccipitalLobe_R_Zscore_1
OccipitalLobe_R_perc_1
OccipitalLobe_L_vol_1
OccipitalLobe_L_TIVperc_1
OccipitalLobe_L_Zscore_1
OccipitalLobe_L_perc_1
TemporalLobe_vol_1
TemporalLobe_TIVperc_1
TemporalLobe_Zscore_1
TemporalLobe_perc_1
TemporalLobe_R_vol_1
TemporalLobe_R_TIVperc_1
TemporalLobe_R_Zscore_1
TemporalLobe_R_perc_1
TemporalLobe_L_vol_1
TemporalLobe_L_TIVperc_1
TemporalLobe_L_Zscore_1
TemporalLobe_L_perc_1
Cerebellum_vol_1
Cerebellum_TIVperc_1
Cerebellum_Zscore_1
Cerebellum_perc_1
Cerebellum_R_vol_1
Cerebellum_R_TIVperc_1
Cerebellum_R_Zscore_1
Cerebellum_R_perc_1
Cerebellum_L_vol_1
Cerebellum_L_TIVperc_1
Cerebellum_L_Zscore_1
Cerebellum_L_perc_1
CSF_Dura_vol_1
CSF_Dura_TIVperc_1
CSF_Dura_Zscore_1
CSF_Dura_perc_1
LateralVent_vol_1
LateralVent_TIVperc_1
LateralVent_Zscore_1
LateralVent_perc_1
LateralVent_R_vol_1
LateralVent_R_TIVperc_1
LateralVent_R_Zscore_1
LateralVent_R_perc_1
LateralVent_L_vol_1
LateralVent_L_TIVperc_1
LateralVent_L_Zscore_1
LateralVent_L_perc_1
WM_load_1
fazekas_1
filter_$
DiseaseDuration
employ_BL
occup_BL
marital_BL
lang_first_BL
lang_fluency_BL
lang_sec_BL
cog_onset_BL
cog_course_BL
cog_mem_BL
cog_attn_BL
cog_wfp_BL
cog_para_BL
cog_proc_BL
cog_probsol_BL
cog_judg_BL
cog_behav_BL
cog_pers_BL
adls_BL
iadls_BL
finance_BL
mail_BL
cook_BL
shop_BL
med_BL
drive_BL
appliance_BL
insight_BL
falls_BL
diabetes_BL
A1C_BL
